"_","ST","County","StateFIPS","CountyFIPS","Population","Deaths","U_C_Rate"
"","","","","","","",""
"2008-2014, United States","","","","","","",""
"Death Rates per 100,000 Population","","","","","","",""
"All Injury, Suicide, All Races, All Ethnicities, Both Sexes, All Ages","","","","","","",""
"Annualized Crude Rate for United States: 12.63","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","",""
"* Rates based on 20 or fewer deaths may be unstable.  These rates are suppressed for counties (see legend above); such rates in the title have an asterisk.","","","","","","",""
"","","","","","","",""
"m4687721 created 08DEC16:23:05     downloaded 07AUG20:18:29","","","","","","",""
"","","","","","","",""
"Types of Rates:    U_C_Rate = Unsmoothed, Crude Rate.","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Produced by: the Statistics, Programming & Economics Branch, National Center for Injury Prevention & Control, CDC","","","","","","",""
"Data Sources: NCHS National Vital Statistics System for numbers of deaths; US Census Bureau for population estimates.","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","ST","County","StateFIPS","CountyFIPS","Population","Deaths","U_C_Rate"
"","OK","MARSHALL","40","95","110951","22","19.82857297"
"","OK","MAYES","40","97","287460","63","21.91609267"
"","OK","MURRAY","40","99","94773","21","22.15820962"
"","OK","MUSKOGEE","40","101","493205","81","16.42319117"
"","OK","NOBLE","40","103","80561","",""
"","OK","NOWATA","40","105","74182","",""
"","OK","OKFUSKEE","40","107","85372","",""
"","OK","OKLAHOMA","40","109","5126341","843","16.44447765"
"","OK","OKMULGEE","40","111","277193","54","19.48101143"
"","OK","OSAGE","40","113","334500","62","18.53512706"
"","OK","OTTAWA","40","115","224134","50","22.30808356"
"","OK","PAWNEE","40","117","115800","",""
"","OK","PAYNE","40","119","545379","72","13.20182845"
"","OK","PITTSBURG","40","121","317470","78","24.56925064"
"","OK","PONTOTOC","40","123","263243","27","10.25668299"
"","OK","POTTAWATOMIE","40","125","491048","87","17.71720891"
"","OK","PUSHMATAHA","40","127","79631","22","27.62743153"
"","OK","ROGER MILLS","40","129","25891","",""
"","OK","ROGERS","40","131","614068","94","15.30775093"
"","OK","SEMINOLE","40","133","177959","28","15.73396119"
"","OK","SEQUOYAH","40","135","292576","49","16.74778519"
"","OK","STEPHENS","40","137","313766","68","21.67220158"
"","OK","TEXAS","40","139","146969","",""
"","OK","TILLMAN","40","141","55196","",""
"","OK","TULSA","40","143","4265207","788","18.47507049"
"","OK","WAGONER","40","145","516317","105","20.33634376"
"","OK","WASHINGTON","40","147","359109","59","16.42955203"
"","OK","WASHITA","40","149","81398","",""
"","OK","WOODS","40","151","62019","",""
"","OK","WOODWARD","40","153","144165","23","15.95394166"
"","OR","BAKER","41","1","112711","33","29.27842003"
"","OR","BENTON","41","3","599758","76","12.67177762"
"","OR","CLACKAMAS","41","5","2667820","419","15.70570728"
"","OR","CLATSOP","41","7","259957","51","19.61862923"
"","OR","COLUMBIA","41","9","345238","68","19.69655716"
"","OR","COOS","41","11","439728","136","30.92821017"
"","OR","CROOK","41","13","147296","31","21.04605692"
"","OR","CURRY","41","15","156350","70","44.77134634"
"","OR","DESCHUTES","41","17","1129773","235","20.80063871"
"","OR","DOUGLAS","41","19","750492","177","23.58452855"
"","OR","GILLIAM","41","21","13371","",""
"","OR","GRANT","41","23","51265","",""
"","OR","HARNEY","41","25","51097","",""
"","OR","HOOD RIVER","41","27","156608","",""
"","OR","JACKSON","41","29","1436164","320","22.28157787"
"","OR","JEFFERSON","41","31","152801","26","17.01559545"
"","OR","JOSEPHINE","41","33","579687","139","23.97845734"
"","OR","KLAMATH","41","35","463209","120","25.90623239"
"","OR","LAKE","41","37","55143","",""
"","OR","LANE","41","39","2472711","490","19.81630688"
"","OR","LINCOLN","41","41","322640","86","26.65509546"
"","OR","LINN","41","43","822117","133","16.17774599"
"","OR","MALHEUR","41","45","216258","36","16.64678301"
"","OR","MARION","41","47","2224784","302","13.57435149"
"","OR","MORROW","41","49","78162","",""
"","OR","MULTNOMAH","41","51","5225632","856","16.38079375"
"","OR","POLK","41","53","531426","68","12.79576084"
"","OR","SHERMAN","41","55","12087","",""
"","OR","TILLAMOOK","41","57","176997","31","17.51442115"
"","OR","UMATILLA","41","59","532758","94","17.6440335"
"","OR","UNION","41","61","179737","37","20.58563345"
"","OR","WALLOWA","41","63","48295","",""
"","OR","WASCO","41","65","176489","34","19.26465672"
"","OR","WASHINGTON","41","67","3776133","505","13.37346963"
"","OR","WHEELER","41","69","9869","",""
"","OR","YAMHILL","41","71","698494","100","14.31651525"
"","PA","ADAMS","42","1","710073","109","15.35053438"
"","PA","ALLEGHENY","42","3","8588653","1010","11.75970202"
"","PA","ARMSTRONG","42","5","480565","76","15.81471809"
"","PA","BEAVER","42","7","1192427","181","15.17912627"
"","PA","BEDFORD","42","9","346625","51","14.71330689"
"","PA","BERKS","42","11","2882258","427","14.81477369"
"","PA","BLAIR","42","13","887870","108","12.16394292"
"","PA","BRADFORD","42","15","437318","87","19.89399019"
"","PA","BUCKS","42","17","4378893","602","13.74776684"
"","PA","BUTLER","42","19","1290994","165","12.78084948"
"","PA","CAMBRIA","42","21","993240","167","16.81366034"
"","PA","CAMERON","42","23","35005","",""
"","PA","CARBON","42","25","454564","99","21.77911141"
"","PA","CENTRE","42","27","1085705","101","9.302711142"
"","PA","CHESTER","42","29","3518877","370","10.51471819"
"","PA","CLARION","42","31","277767","42","15.12058668"
"","PA","CLEARFIELD","42","33","571513","91","15.92264743"
"","PA","CLINTON","42","35","276091","24","8.692786074"
"","PA","COLUMBIA","42","37","469275","59","12.57258537"
"","PA","CRAWFORD","42","39","617163","95","15.39301611"
"","PA","CUMBERLAND","42","41","1661821","234","14.08093892"
"","PA","DAUPHIN","42","43","1882036","228","12.11453979"
"","PA","DELAWARE","42","45","3918167","542","13.83299895"
"","PA","ELK","42","47","222727","49","22.00002694"
"","PA","ERIE","42","49","1959032","276","14.08859069"
"","PA","FAYETTE","42","51","953279","144","15.10575603"
"","PA","FOREST","42","53","53459","",""
"","PA","FRANKLIN","42","55","1052988","138","13.10556246"
"","PA","FULTON","42","57","103441","21","20.30142787"
"","PA","GREENE","42","59","268863","40","14.87746547"
"","PA","HUNTINGDON","42","61","321416","54","16.80065709"
"","PA","INDIANA","42","63","619220","89","14.37292077"
"","PA","JEFFERSON","42","65","314978","54","17.14405451"
"","PA","JUNIATA","42","67","173018","",""
"","PA","LACKAWANNA","42","69","1498264","224","14.9506362"
"","PA","LANCASTER","42","71","3661857","364","9.940311705"
"","PA","LAWRENCE","42","73","632557","94","14.86032089"
"","PA","LEBANON","42","75","940293","126","13.40007849"
"","PA","LEHIGH","42","77","2463990","353","14.32635684"
"","PA","LUZERNE","42","79","2241663","352","15.70262792"
"","PA","LYCOMING","42","81","815544","109","13.36531199"
"","PA","MC KEAN","42","83","302773","41","13.54149809"
"","PA","MERCER","42","85","812769","116","14.27219788"
"","PA","MIFFLIN","42","87","326813","47","14.38131286"
"","PA","MONROE","42","89","1179577","178","15.0901552"
"","PA","MONTGOMERY","42","91","5630412","724","12.85873929"
"","PA","MONTOUR","42","93","128568","23","17.88936594"
"","PA","NORTHAMPTON","42","95","2087572","245","11.73612216"
"","PA","NORTHUMBERLAND","42","97","660570","100","15.13844104"
"","PA","PERRY","42","99","320310","41","12.8000999"
"","PA","PHILADELPHIA","42","101","10746489","1136","10.57089436"
"","PA","PIKE","42","103","399861","64","16.00556193"
"","PA","POTTER","42","105","122082","",""
"","PA","SCHUYLKILL","42","107","1032616","190","18.39986985"
"","PA","SNYDER","42","109","278604","26","9.332242179"
"","PA","SOMERSET","42","111","541250","76","14.04157044"
"","PA","SULLIVAN","42","113","44933","",""
"","PA","SUSQUEHANNA","42","115","300253","52","17.31872787"
"","PA","TIOGA","42","117","295168","47","15.9231353"
"","PA","UNION","42","119","314600","28","8.900190718"
"","PA","VENANGO","42","121","381765","44","11.52541485"
"","PA","WARREN","42","123","289834","40","13.80100333"
"","PA","WASHINGTON","42","125","1455523","211","14.49650744"
"","PA","WAYNE","42","127","364018","82","22.52635859"
"","PA","WESTMORELAND","42","129","2544359","349","13.71661782"
"","PA","WYOMING","42","131","197749","26","13.14798052"
"","PA","YORK","42","133","3052108","449","14.7111439"
"","RI","BRISTOL","44","1","347463","42","12.08761796"
"","RI","KENT","44","3","1160450","135","11.63341807"
"","RI","NEWPORT","44","5","578991","61","10.53556964"
"","RI","PROVIDENCE","44","7","4400295","460","10.45384457"
"","RI","WASHINGTON","44","9","887201","110","12.39854328"
"","SC","ABBEVILLE","45","1","176885","26","14.69881561"
"","SC","AIKEN","45","3","1129861","185","16.37369553"
"","SC","ALLENDALE","45","5","71622","",""
"","SC","ANDERSON","45","7","1319682","219","16.59490695"
"","SC","BAMBERG","45","9","110389","",""
"","SC","BARNWELL","45","11","156814","22","14.02935962"
"","SC","BEAUFORT","45","13","1157678","138","11.9204131"
"","SC","BERKELEY","45","15","1289277","175","13.57349895"
"","SC","CALHOUN","45","17","105666","",""
"","SC","CHARLESTON","45","19","2516062","347","13.79139306"
"","SC","CHEROKEE","45","21","388498","75","19.30511869"
"","SC","CHESTER","45","23","230228","33","14.33361711"
"","SC","CHESTERFIELD","45","25","324710","45","13.85851991"
"","SC","CLARENDON","45","27","242033","34","14.04767119"
"","SC","COLLETON","45","29","269093","43","15.97960556"
"","SC","DARLINGTON","45","31","478327","54","11.28934808"
"","SC","DILLON","45","33","221023","21","9.501273623"
"","SC","DORCHESTER","45","35","977015","122","12.48701402"
"","SC","EDGEFIELD","45","37","186707","22","11.78316828"
"","SC","FAIRFIELD","45","39","165237","",""
"","SC","FLORENCE","45","41","961250","111","11.54746424"
"","SC","GEORGETOWN","45","43","422921","52","12.29544052"
"","SC","GREENVILLE","45","45","3219364","513","15.93482439"
"","SC","GREENWOOD","45","47","486948","65","13.34844788"
"","SC","HAMPTON","45","49","145800","",""
"","SC","HORRY","45","51","1941379","312","16.07105053"
"","SC","JASPER","45","53","177902","",""
"","SC","KERSHAW","45","55","433266","67","15.46394132"
"","SC","LANCASTER","45","57","545410","76","13.93447132"
"","SC","LAURENS","45","59","466024","78","16.73733542"
"","SC","LEE","45","61","132605","",""
"","SC","LEXINGTON","45","63","1862110","274","14.71449055"
"","SC","MC CORMICK","45","65","70475","",""
"","SC","MARION","45","67","229160","23","10.03665561"
"","SC","MARLBORO","45","69","199765","27","13.51588116"
"","SC","NEWBERRY","45","71","262518","48","18.28446049"
"","SC","OCONEE","45","73","520105","90","17.30419819"
"","SC","ORANGEBURG","45","75","642142","72","11.21247325"
"","SC","PICKENS","45","77","835409","164","19.63110285"
"","SC","RICHLAND","45","79","2721274","317","11.6489556"
"","SC","SALUDA","45","81","139011","",""
"","SC","SPARTANBURG","45","83","2006188","307","15.30265359"
"","SC","SUMTER","45","85","752254","71","9.438301425"
"","SC","UNION","45","87","199968","32","16.00256041"
"","SC","WILLIAMSBURG","45","89","237601","",""
"","SC","YORK","45","91","1616662","206","12.74230482"
"","SD","AURORA","46","3","19108","",""
"","SD","BEADLE","46","5","123696","",""
"","SD","BENNETT","46","7","24013","",""
"","SD","BON HOMME","46","9","49259","",""
"","SD","BROOKINGS","46","11","226274","",""
"","SD","BROWN","46","13","259592","32","12.32703627"
"","SD","BRULE","46","15","36842","",""
"","SD","BUFFALO","46","17","13848","",""
"","SD","BUTTE","46","19","71244","",""
"","SD","CAMPBELL","46","21","9914","",""
"","SD","CHARLES MIX","46","23","64117","",""
"","SD","CLARK","46","25","25545","",""
"","SD","CLAY","46","27","97664","",""
"","SD","CODINGTON","46","29","192180","31","16.13071079"
"","SD","CORSON","46","31","28625","22","76.8558952"
"","SD","CUSTER","46","33","57890","",""
"","SD","DAVISON","46","35","137336","23","16.74724763"
"","SD","DAY","46","37","39605","",""
"","SD","DEUEL","46","39","30488","",""
"","SD","DEWEY","46","41","38017","",""
"","SD","DOUGLAS","46","43","20980","",""
"","SD","EDMUNDS","46","45","28266","",""
"","SD","FALL RIVER","46","47","48847","",""
"","SD","FAULK","46","49","16618","",""
"","SD","GRANT","46","51","51171","",""
"","SD","GREGORY","46","53","29701","",""
"","SD","HAAKON","46","55","13389","",""
"","SD","HAMLIN","46","57","41331","",""
"","SD","HAND","46","59","23793","",""
"","SD","HANSON","46","61","23685","",""
"","SD","HARDING","46","63","8893","",""
"","SD","HUGHES","46","65","120411","21","17.44026709"
"","SD","HUTCHINSON","46","67","50802","",""
"","SD","HYDE","46","69","9879","",""
"","SD","JACKSON","46","71","21817","",""
"","SD","JERAULD","46","73","14285","",""
"","SD","JONES","46","75","6973","",""
"","SD","KINGSBURY","46","77","36007","",""
"","SD","LAKE","46","79","81282","",""
"","SD","LAWRENCE","46","81","169756","27","15.90518155"
"","SD","LINCOLN","46","83","326420","28","8.577905766"
"","SD","LYMAN","46","85","26531","",""
"","SD","MC COOK","46","87","39275","",""
"","SD","MC PHERSON","46","89","17187","",""
"","SD","MARSHALL","46","91","32581","",""
"","SD","MEADE","46","93","180714","44","24.34786458"
"","SD","MELLETTE","46","95","14473","",""
"","SD","MINER","46","97","16485","",""
"","SD","MINNEHAHA","46","99","1214350","188","15.48153333"
"","SD","MOODY","46","101","45164","",""
"","SD","PENNINGTON","46","103","720513","132","18.32028013"
"","SD","PERKINS","46","105","20954","",""
"","SD","POTTER","46","107","16316","",""
"","SD","ROBERTS","46","109","71493","",""
"","SD","SANBORN","46","111","16444","",""
"","SD","SHANNON","46","113","96756","40","41.34110546"
"","SD","SPINK","46","115","45674","",""
"","SD","STANLEY","46","117","20669","",""
"","SD","SULLY","46","119","9849","",""
"","SD","TODD","46","121","68351","38","55.59538266"
"","SD","TRIPP","46","123","39059","",""
"","SD","TURNER","46","125","58387","",""
"","SD","UNION","46","127","101626","",""
"","SD","WALWORTH","46","129","38222","",""
"","SD","YANKTON","46","135","157482","26","16.50982334"
"","SD","ZIEBACH","46","137","19613","",""
"","TN","ANDERSON","47","1","526140","98","18.62622116"
"","TN","BEDFORD","47","3","317487","54","17.00857043"
"","TN","BENTON","47","5","114568","31","27.05816633"
"","TN","BLEDSOE","47","7","92202","",""
"","TN","BLOUNT","47","9","866440","127","14.6576797"
"","TN","BRADLEY","47","11","700746","94","13.41427564"
"","TN","CAMPBELL","47","13","283279","47","16.59141694"
"","TN","CANNON","47","15","96584","",""
"","TN","CARROLL","47","17","199717","42","21.02975711"
"","TN","CARTER","47","19","402062","58","14.42563585"
"","TN","CHEATHAM","47","21","274727","61","22.20386056"
"","TN","CHESTER","47","23","120009","",""
"","TN","CLAIBORNE","47","25","223250","61","27.32362822"
"","TN","CLAY","47","27","54716","",""
"","TN","COCKE","47","29","248749","54","21.70862998"
"","TN","COFFEE","47","31","371039","84","22.63912958"
"","TN","CROCKETT","47","33","102126","",""
"","TN","CUMBERLAND","47","35","396023","81","20.45335751"
"","TN","DAVIDSON","47","37","4472532","562","12.56558925"
"","TN","DECATUR","47","39","81957","",""
"","TN","DE KALB","47","41","132249","36","27.22137786"
"","TN","DICKSON","47","43","348844","65","18.63297061"
"","TN","DYER","47","45","267195","34","12.72478901"
"","TN","FAYETTE","47","47","269567","35","12.98378511"
"","TN","FENTRESS","47","49","125479","34","27.09616749"
"","TN","FRANKLIN","47","51","287641","56","19.46871274"
"","TN","GIBSON","47","53","346902","67","19.31381197"
"","TN","GILES","47","55","204801","48","23.43738556"
"","TN","GRAINGER","47","57","158470","35","22.08619928"
"","TN","GREENE","47","59","480069","85","17.70578813"
"","TN","GRUNDY","47","61","95594","27","28.24445049"
"","TN","HAMBLEN","47","63","438684","89","20.28795215"
"","TN","HAMILTON","47","65","2384495","326","13.67165794"
"","TN","HANCOCK","47","67","47065","",""
"","TN","HARDEMAN","47","69","188337","22","11.68118851"
"","TN","HARDIN","47","71","181921","42","23.08694433"
"","TN","HAWKINS","47","73","397211","70","17.6228755"
"","TN","HAYWOOD","47","75","129822","",""
"","TN","HENDERSON","47","77","195196","26","13.31994508"
"","TN","HENRY","47","79","225712","71","31.45601474"
"","TN","HICKMAN","47","81","171012","34","19.88164573"
"","TN","HOUSTON","47","83","58452","",""
"","TN","HUMPHREYS","47","85","128474","29","22.57266062"
"","TN","JACKSON","47","87","80898","23","28.43086356"
"","TN","JEFFERSON","47","89","362929","50","13.77679932"
"","TN","JOHNSON","47","91","126829","27","21.28850657"
"","TN","KNOX","47","93","3057630","491","16.05818886"
"","TN","LAKE","47","95","54258","",""
"","TN","LAUDERDALE","47","97","193852","30","15.47572375"
"","TN","LAWRENCE","47","99","293057","54","18.42644946"
"","TN","LEWIS","47","101","84122","27","32.09624117"
"","TN","LINCOLN","47","103","233550","29","12.41704132"
"","TN","LOUDON","47","105","343849","47","13.66879066"
"","TN","MC MINN","47","107","366701","66","17.9983147"
"","TN","MC NAIRY","47","109","182421","45","24.66821254"
"","TN","MACON","47","111","157025","35","22.28944436"
"","TN","MADISON","47","113","686609","79","11.50582063"
"","TN","MARION","47","115","197587","38","19.2320345"
"","TN","MARSHALL","47","117","215329","46","21.362659"
"","TN","MAURY","47","119","573761","96","16.73170536"
"","TN","MEIGS","47","121","81805","",""
"","TN","MONROE","47","123","313702","58","18.48888436"
"","TN","MONTGOMERY","47","125","1240160","182","14.67552574"
"","TN","MOORE","47","127","44387","",""
"","TN","MORGAN","47","129","152886","30","19.6224638"
"","TN","OBION","47","131","220646","33","14.9560835"
"","TN","OVERTON","47","133","154282","27","17.50042131"
"","TN","PERRY","47","135","54897","",""
"","TN","PICKETT","47","137","35735","",""
"","TN","POLK","47","139","117067","",""
"","TN","PUTNAM","47","141","508287","69","13.57500782"
"","TN","RHEA","47","143","224315","36","16.04885986"
"","TN","ROANE","47","145","375859","74","19.68823415"
"","TN","ROBERTSON","47","147","465608","86","18.47047302"
"","TN","RUTHERFORD","47","149","1887780","231","12.23659537"
"","TN","SCOTT","47","151","154915","26","16.78339735"
"","TN","SEQUATCHIE","47","153","100175","",""
"","TN","SEVIER","47","155","639639","109","17.04086211"
"","TN","SHELBY","47","157","6522736","661","10.13378435"
"","TN","SMITH","47","159","133900","22","16.43017177"
"","TN","STEWART","47","161","92980","33","35.49150355"
"","TN","SULLIVAN","47","163","1096904","179","16.31865687"
"","TN","SUMNER","47","165","1147368","154","13.42202327"
"","TN","TIPTON","47","167","428117","53","12.37979337"
"","TN","TROUSDALE","47","169","54947","",""
"","TN","UNICOI","47","171","127556","25","19.59923485"
"","TN","UNION","47","173","134117","33","24.60538187"
"","TN","VAN BUREN","47","175","38969","",""
"","TN","WARREN","47","177","278557","46","16.51367584"
"","TN","WASHINGTON","47","179","865416","132","15.25278017"
"","TN","WAYNE","47","181","118923","",""
"","TN","WEAKLEY","47","183","242708","50","20.60088666"
"","TN","WHITE","47","185","181790","47","25.85400737"
"","TN","WILLIAMSON","47","187","1324549","166","12.53256769"
"","TN","WILSON","47","189","820088","99","12.07187521"
"","TX","ANDERSON","48","1","406771","79","19.42124684"
"","TX","ANDREWS","48","3","109283","",""
"","TX","ANGELINA","48","5","608008","93","15.29585137"
"","TX","ARANSAS","48","7","165917","37","22.30030678"
"","TX","ARCHER","48","9","62344","",""
"","TX","ARMSTRONG","48","11","13542","",""
"","TX","ATASCOSA","48","13","320239","44","13.73973813"
"","TX","AUSTIN","48","15","199805","32","16.01561522"
"","TX","BAILEY","48","17","49460","",""
"","TX","BANDERA","48","19","143918","28","19.45552328"
"","TX","BASTROP","48","21","524352","94","17.92688881"
"","TX","BAYLOR","48","23","25722","",""
"","TX","BEE","48","25","225947","30","13.27745002"
"","TX","BELL","48","27","2204241","310","14.06379792"
"","TX","BEXAR","48","29","12274514","1283","10.45255234"
"","TX","BLANCO","48","31","73489","",""
"","TX","BORDEN","48","33","4403","",""
"","TX","BOSQUE","48","35","126155","21","16.64618921"
"","TX","BOWIE","48","37","648829","122","18.80310529"
"","TX","BRAZORIA","48","39","2236673","278","12.42917494"
"","TX","BRAZOS","48","41","1383372","111","8.023872104"
"","TX","BREWSTER","48","43","64229","",""
"","TX","BRISCOE","48","45","11205","",""
"","TX","BROOKS","48","47","50655","",""
"","TX","BROWN","48","49","265661","48","18.06813947"
"","TX","BURLESON","48","51","120256","23","19.12586482"
"","TX","BURNET","48","53","304605","37","12.14687874"
"","TX","CALDWELL","48","55","269802","34","12.60183394"
"","TX","CALHOUN","48","57","150404","",""
"","TX","CALLAHAN","48","59","94646","22","23.24451113"
"","TX","CAMERON","48","61","2867368","177","6.172908395"
"","TX","CAMP","48","63","87007","",""
"","TX","CARSON","48","65","43040","",""
"","TX","CASS","48","67","212298","44","20.72558385"
"","TX","CASTRO","48","69","55696","",""
"","TX","CHAMBERS","48","71","248290","36","14.49917435"
"","TX","CHEROKEE","48","73","355252","56","15.76345805"
"","TX","CHILDRESS","48","75","49461","",""
"","TX","CLAY","48","77","74427","",""
"","TX","COCHRAN","48","79","21331","",""
"","TX","COKE","48","81","22956","",""
"","TX","COLEMAN","48","83","61051","",""
"","TX","COLLIN","48","85","5685562","565","9.937452094"
"","TX","COLLINGSWORTH","48","87","21330","",""
"","TX","COLORADO","48","89","145455","",""
"","TX","COMAL","48","91","787852","128","16.24670623"
"","TX","COMANCHE","48","93","96510","",""
"","TX","CONCHO","48","95","28629","",""
"","TX","COOKE","48","97","269417","57","21.15679411"
"","TX","CORYELL","48","99","530406","78","14.705716"
"","TX","COTTLE","48","101","10380","",""
"","TX","CRANE","48","103","31500","",""
"","TX","CROCKETT","48","105","26215","",""
"","TX","CROSBY","48","107","42386","",""
"","TX","CULBERSON","48","109","16502","",""
"","TX","DALLAM","48","111","47804","",""
"","TX","DALLAS","48","113","16899891","1680","9.940892518"
"","TX","DAWSON","48","115","95491","",""
"","TX","DEAF SMITH","48","117","134726","",""
"","TX","DELTA","48","119","36617","",""
"","TX","DENTON","48","121","4818615","469","9.733087205"
"","TX","DE WITT","48","123","141984","25","17.60761776"
"","TX","DICKENS","48","125","16506","",""
"","TX","DIMMIT","48","127","72329","",""
"","TX","DONLEY","48","129","25489","",""
"","TX","DUVAL","48","131","82141","",""
"","TX","EASTLAND","48","133","129014","26","20.15285163"
"","TX","ECTOR","48","135","994684","119","11.96359849"
"","TX","EDWARDS","48","137","13791","",""
"","TX","ELLIS","48","139","1063199","113","10.62830195"
"","TX","EL PASO","48","141","5673017","460","8.108560225"
"","TX","ERATH","48","143","271199","38","14.01185108"
"","TX","FALLS","48","145","123069","",""
"","TX","FANNIN","48","147","236624","53","22.39840422"
"","TX","FAYETTE","48","149","172460","30","17.39533805"
"","TX","FISHER","48","151","27508","",""
"","TX","FLOYD","48","153","44395","",""
"","TX","FOARD","48","155","9192","",""
"","TX","FORT BEND","48","157","4271573","303","7.093405638"
"","TX","FRANKLIN","48","159","74202","",""
"","TX","FREESTONE","48","161","137499","22","16.00011636"
"","TX","FRIO","48","163","123266","",""
"","TX","GAINES","48","165","126236","",""
"","TX","GALVESTON","48","167","2086185","294","14.0927099"
"","TX","GARZA","48","169","44853","",""
"","TX","GILLESPIE","48","171","174677","29","16.60207125"
"","TX","GLASSCOCK","48","173","8691","",""
"","TX","GOLIAD","48","175","51093","",""
"","TX","GONZALES","48","177","139420","23","16.49691579"
"","TX","GRAY","48","179","159416","24","15.05495057"
"","TX","GRAYSON","48","181","848571","151","17.79462178"
"","TX","GREGG","48","183","853849","126","14.75670757"
"","TX","GRIMES","48","185","186767","24","12.85023586"
"","TX","GUADALUPE","48","187","949188","111","11.694206"
"","TX","HALE","48","189","251129","31","12.34425335"
"","TX","HALL","48","191","23087","",""
"","TX","HAMILTON","48","193","58704","",""
"","TX","HANSFORD","48","195","38778","",""
"","TX","HARDEMAN","48","197","28511","",""
"","TX","HARDIN","48","199","383322","64","16.6961458"
"","TX","HARRIS","48","201","29305035","2970","10.13477718"
"","TX","HARRISON","48","203","464066","61","13.14468201"
"","TX","HARTLEY","48","205","42248","",""
"","TX","HASKELL","48","207","41099","",""
"","TX","HAYS","48","209","1152143","129","11.19652682"
"","TX","HEMPHILL","48","211","27652","",""
"","TX","HENDERSON","48","213","550330","105","19.07946141"
"","TX","HIDALGO","48","215","5521974","287","5.197416721"
"","TX","HILL","48","217","245097","38","15.50406574"
"","TX","HOCKLEY","48","219","162163","26","16.03325049"
"","TX","HOOD","48","221","362580","60","16.54807215"
"","TX","HOPKINS","48","223","246725","32","12.96990577"
"","TX","HOUSTON","48","225","163091","24","14.71571086"
"","TX","HOWARD","48","227","247769","36","14.52966271"
"","TX","HUDSPETH","48","229","23531","",""
"","TX","HUNT","48","231","605805","95","15.68161372"
"","TX","HUTCHINSON","48","233","153710","29","18.86669703"
"","TX","IRION","48","235","11122","",""
"","TX","JACK","48","237","62950","",""
"","TX","JACKSON","48","239","99731","",""
"","TX","JASPER","48","241","249525","37","14.82817353"
"","TX","JEFF DAVIS","48","243","16044","",""
"","TX","JEFFERSON","48","245","1762872","219","12.42290989"
"","TX","JIM HOGG","48","247","36796","",""
"","TX","JIM WELLS","48","249","287886","35","12.15759016"
"","TX","JOHNSON","48","251","1068127","165","15.44760127"
"","TX","JONES","48","253","140621","44","31.28977891"
"","TX","KARNES","48","255","104050","",""
"","TX","KAUFMAN","48","257","736068","96","13.04227327"
"","TX","KENDALL","48","259","244459","34","13.90826274"
"","TX","KENEDY","48","261","2911","",""
"","TX","KENT","48","263","5636","",""
"","TX","KERR","48","265","347832","77","22.13712367"
"","TX","KIMBLE","48","267","31777","",""
"","TX","KING","48","269","1901","",""
"","TX","KINNEY","48","271","25061","",""
"","TX","KLEBERG","48","273","224109","",""
"","TX","KNOX","48","275","26166","",""
"","TX","LAMAR","48","277","347534","63","18.12772276"
"","TX","LAMB","48","279","97171","",""
"","TX","LAMPASAS","48","281","139484","22","15.77241834"
"","TX","LA SALLE","48","283","49328","",""
"","TX","LAVACA","48","285","135620","21","15.48444182"
"","TX","LEE","48","287","116205","",""
"","TX","LEON","48","289","117659","",""
"","TX","LIBERTY","48","291","533302","73","13.68830419"
"","TX","LIMESTONE","48","293","163803","33","20.14615117"
"","TX","LIPSCOMB","48","295","23618","",""
"","TX","LIVE OAK","48","297","81565","",""
"","TX","LLANO","48","299","134511","27","20.07270781"
"","TX","LOVING","48","301","587","",""
"","TX","LUBBOCK","48","303","1974809","272","13.77348392"
"","TX","LYNN","48","305","40909","",""
"","TX","MC CULLOCH","48","307","57857","",""
"","TX","MC LENNAN","48","309","1658248","178","10.7342207"
"","TX","MC MULLEN","48","311","5160","",""
"","TX","MADISON","48","313","95606","",""
"","TX","MARION","48","315","73126","",""
"","TX","MARTIN","48","317","34731","",""
"","TX","MASON","48","319","28162","",""
"","TX","MATAGORDA","48","321","256325","38","14.82492929"
"","TX","MAVERICK","48","323","384489","24","6.242051138"
"","TX","MEDINA","48","325","325415","34","10.44819692"
"","TX","MENARD","48","327","15417","",""
"","TX","MIDLAND","48","329","1000566","131","13.09258959"
"","TX","MILAM","48","331","171922","26","15.12313724"
"","TX","MILLS","48","333","34143","",""
"","TX","MITCHELL","48","335","64858","",""
"","TX","MONTAGUE","48","337","137490","34","24.72907121"
"","TX","MONTGOMERY","48","339","3307120","480","14.51413919"
"","TX","MOORE","48","341","153259","",""
"","TX","MORRIS","48","343","90082","",""
"","TX","MOTLEY","48","345","8359","",""
"","TX","NACOGDOCHES","48","347","453457","61","13.45221267"
"","TX","NAVARRO","48","349","335242","48","14.31801505"
"","TX","NEWTON","48","351","100460","",""
"","TX","NOLAN","48","353","105605","21","19.88542209"
"","TX","NUECES","48","355","2412301","286","11.85590024"
"","TX","OCHILTREE","48","357","72966","",""
"","TX","OLDHAM","48","359","14388","",""
"","TX","ORANGE","48","361","577727","103","17.82848993"
"","TX","PALO PINTO","48","363","196138","41","20.90364947"
